测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,5.50781,0.0,0.0,3.673735,,2939.0,0.0,2.57757,100.0,4.181794784034781
1.0,5.50781,0.00159,0.0617,3.658544,,2940.0,0.0,2.57757,100.0,4.174525962024627
2.0,5.50781,0.00321,0.1246,3.666915,,2941.0,0.0,2.57757,100.0,4.1826447952838155
3.0,5.50967,0.00482,0.187,3.674355,,2942.0,0.0,2.57757,100.0,4.185147758831997
4.0,5.50781,0.00624,0.2422,3.680246,,2943.0,0.0,2.57757,100.0,4.1719302640567015
5.0,5.50781,0.00786,0.3051,3.686136,,2944.0,0.0,2.57757,100.0,4.156542439878704
6.0,5.50967,0.00949,0.368,3.690786,,2945.0,0.0,2.57757,100.0,4.169738701537153
7.0,5.50967,0.01109,0.4304,3.695127,,2946.0,0.0,2.57757,100.0,4.163812885309206
8.0,5.50781,0.01271,0.4933,3.699467,,2947.0,0.0,2.57757,100.0,4.160124310872771
9.0,5.50781,0.01434,0.5562,3.703187,,2948.0,0.0,2.57757,100.0,4.167379543045047
10.0,5.50781,0.01596,0.6191,3.707217,,2949.0,0.0,2.57757,100.0,4.155010288722141
11.0,5.50595,0.01757,0.6815,3.710317,,2950.0,0.0,2.57757,100.0,4.165224933972465
12.0,5.50967,0.01899,0.7367,3.713108,,2951.0,0.0,2.57757,100.0,4.1688697169811135
14.0,5.50967,0.02061,0.7996,3.715898,,2952.0,0.0,2.57757,100.0,4.181485091724123
15.0,5.50781,0.02222,0.8619,3.718378,,2953.0,0.0,2.57757,100.0,4.15388002880978
16.0,5.50781,0.02376,0.9219,3.720858,,2955.0,0.0,2.57757,100.0,4.18060459530671
17.0,5.50781,0.02548,0.9884,3.723028,,2956.0,0.0,2.57757,100.0,4.171264863551063
18.0,5.50781,0.02708,1.0507,3.724888,,2956.0,0.0,2.57757,100.0,4.184222423973149
19.0,5.50595,0.02851,1.1059,3.727059,,2956.0,0.0,2.57757,100.0,4.180315019113142
20.0,5.50781,0.03011,1.1682,3.728919,,,,,,
21.0,5.51153,0.03173,1.2312,3.730779,,2956.0,-0.67336,0.0,0.0,4.1468969513757745
22.0,5.50967,0.03337,1.2947,3.732019,,2957.0,-0.67522,0.00021,2.1504,4.1486487255587665
23.0,5.50967,0.03498,1.357,3.733569,,2958.0,-0.67522,0.00039,4.0307,4.132729085893761
24.0,5.50967,0.03658,1.4193,3.734809,,2959.0,-0.67522,0.00059,6.0117,4.146808031572794
25.0,5.50967,0.03801,1.4745,3.736049,,2960.0,-0.67522,0.00079,8.0508,4.152570715973505
26.0,5.50967,0.03963,1.5375,3.737289,,2961.0,-0.67522,0.00098,10.09,4.131676975451685
27.0,5.50781,0.04125,1.6004,3.738219,,2962.0,-0.67522,0.00117,12.0286,4.145495344720468
28.0,5.50781,0.04286,1.6627,3.739459,,2963.0,-0.67522,0.00135,13.8189,4.137930653493239
29.0,5.50967,0.04428,1.7179,3.740389,,2964.0,-0.67522,0.00155,15.8581,4.139562255733488
30.0,5.50781,0.0459,1.7809,3.741319,,2965.0,-0.67522,0.00175,17.8972,4.141907464658471
31.0,5.50781,0.04756,1.845,3.742559,,2966.0,-0.67522,0.00194,19.9311,4.129034838552598
32.0,5.50781,0.04899,1.9008,3.74318,,2967.0,-0.67522,0.00214,21.9703,4.141064156633439
33.0,5.50781,0.05062,1.9637,3.74411,,2968.0,-0.67522,0.00234,23.9883,4.139467102312299
34.0,5.50967,0.05224,2.0266,3.74504,,2969.0,-0.67522,0.00251,25.7786,4.129705831590337
35.0,5.50781,0.05386,2.0896,3.74566,,2970.0,-0.67522,0.00271,27.8178,4.131361281132655
36.0,5.50595,0.05547,2.1519,3.74659,,2971.0,-0.67522,0.00292,29.9311,4.1388164296185455
37.0,5.50781,0.05689,2.2071,3.74752,,2972.0,-0.67522,0.00309,31.7214,4.138898925660063
38.0,5.50595,0.05851,2.27,3.74814,,2973.0,-0.67522,0.00328,33.66,4.131261801692994
39.0,5.50781,0.06013,2.333,3.74907,,2974.0,-0.67522,0.00347,35.5667,4.130822634008679
40.0,5.50967,0.06174,2.3953,3.74969,,2975.0,-0.67522,0.00367,37.6006,4.141217563872054
41.0,5.50781,0.06316,2.4505,3.75031,,2976.0,-0.67522,0.00387,39.6398,4.127648213835285
42.0,5.50781,0.06478,2.5134,3.75124,,2977.0,-0.67522,0.00407,41.679,4.14208823888956
43.0,5.50781,0.06641,2.5763,3.75186,,2978.0,-0.67522,0.00427,43.7553,4.124169120596019
44.0,5.50781,0.06803,2.6392,3.75248,,2979.0,-0.67522,0.00444,45.5403,4.1439292156661125
46.0,5.50781,0.06951,2.6968,3.7531,,2981.0,-0.67522,0.00464,47.5794,4.140153879133808
47.0,5.50781,0.07118,2.7615,3.75372,,2982.0,-0.67522,0.00485,49.6769,4.119812320027852
48.0,5.50967,0.0728,2.8245,3.75403,,2983.0,-0.67522,0.00504,51.6949,4.116608561518393
49.0,5.50781,0.07442,2.8874,3.75465,,2984.0,-0.67522,0.00522,53.4852,4.1161511855580555
50.0,5.50781,0.07605,2.9503,3.75527,,2984.0,-0.67522,0.00527,53.983,4.121204228499257
51.0,5.50967,0.07767,3.0132,3.75589,,2984.0,-1.35231,0.00527,53.983,4.099884710306269
52.0,5.50967,0.07928,3.0756,3.7562,,2985.0,-1.35603,0.00566,58.0614,4.086540397910008
53.0,5.50781,0.0807,3.1308,3.75682,,2986.0,-1.35603,0.00606,62.1451,4.103972902766449
54.0,5.50781,0.08232,3.1937,3.757441,,2987.0,-1.35045,0.00646,66.2235,4.1108624156631315
55.0,5.50595,0.08394,3.2566,3.75806,,2988.0,-1.34859,0.00686,70.3019,4.088991264100088
56.0,5.50781,0.08555,3.319,3.758991,,2989.0,-1.34859,0.00726,74.3856,4.078101965949662
57.0,5.50967,0.08717,3.3819,3.759611,,2990.0,-1.35417,0.00765,78.4693,4.08994259919899
58.0,5.50781,0.08879,3.4448,3.759921,,2991.0,-1.35045,0.00805,82.5477,4.106732543221054
59.0,5.50781,0.09041,3.5077,3.760851,,2992.0,-1.35231,0.00845,86.6367,4.111061494737379
60.0,5.50967,0.09201,3.5695,3.761161,,2993.0,-1.35045,0.00885,90.7203,4.090477892964652
61.0,5.51153,0.09361,3.6318,3.762091,,2994.0,-1.35231,0.00921,94.4174,4.087425708179052
62.0,5.50967,0.0952,3.6935,3.762711,,2995.0,-1.35045,0.00961,98.4958,4.097776836189396
63.0,5.50781,0.09683,3.7565,3.763021,,2996.0,-1.35231,0.00976,100.0,4.095069976934264
64.0,5.50967,0.09843,3.8188,3.763641,,2996.0,-1.35231,0.00976,100.0,4.084035343447156
65.0,5.50967,0.09986,3.874,3.764261,,,,,,
66.0,5.50781,0.10148,3.9369,3.764881,,2996.0,0.67522,0.0,0.0,4.158098932801074
67.0,5.50595,0.1031,3.9999,3.765501,,2997.0,0.67522,0.00021,13.6703,4.182872903697501
69.0,5.50595,0.10472,4.0628,3.766121,,2998.0,0.67522,0.00043,28.3243,4.169347897725973
70.0,5.50781,0.10634,4.1257,3.766741,,2999.0,0.67522,0.00063,41.384,4.182848511186214
71.0,5.50781,0.10796,4.1886,3.767361,,3000.0,0.67522,0.00083,54.4437,4.189535560194034
72.0,5.50781,0.10957,4.251,3.767981,,3001.0,0.67522,0.00103,67.4695,4.169949979538037
73.0,5.50781,0.11119,4.3139,3.768911,,3002.0,0.67522,0.00123,80.4274,4.161158776532062
74.0,5.50967,0.11282,4.3768,3.779762,,3003.0,0.67522,0.0014,91.8589,4.181911142090804
75.0,5.50967,0.11442,4.4392,3.787512,,3004.0,0.67522,0.00152,100.0,4.174601118116907
76.0,5.50781,0.11591,4.4967,3.783482,,3004.0,0.0,0.00152,100.0,4.15525680257367
77.0,5.50967,0.11759,4.562,3.784412,,3005.0,0.0,0.00152,100.0,4.159818786018065
78.0,5.50781,0.11921,4.6249,3.771391,,3006.0,0.0,0.00152,100.0,4.1362642253543225
79.0,5.50781,0.12082,4.6873,3.798053,,3007.0,0.0,0.00152,100.0,4.153532040653485
80.0,5.50781,0.12244,4.7502,3.789372,,3008.0,0.0,0.00152,100.0,4.17605421697175
81.0,5.50409,0.12406,4.8131,3.803324,,3009.0,0.0,0.00152,100.0,4.138407270922227
82.0,5.50967,0.12568,4.876,3.803013,,3010.0,0.0,0.00152,100.0,4.129399342835532
83.0,5.50967,0.1273,4.9389,3.805184,,3011.0,0.0,0.00152,100.0,4.15111573945104
84.0,5.50781,0.12893,5.0019,3.800533,,3012.0,0.0,0.00152,100.0,4.158026744314971
85.0,5.51153,0.13055,5.0648,3.802083,,3013.0,0.0,0.00152,100.0,4.149937914050752
86.0,5.50595,0.13216,5.1271,3.811694,,3014.0,0.0,0.00152,100.0,4.144947568952065
87.0,5.50967,0.13358,5.1823,3.816034,,3015.0,0.0,0.00152,100.0,4.15439601049216
88.0,5.50781,0.1352,5.2453,3.813554,,3016.0,0.0,0.00152,100.0,4.132631390592258
89.0,5.50781,0.13682,5.3082,3.805804,,3018.0,0.0,0.00152,100.0,4.1565084326232835
91.0,5.50967,0.13843,5.3705,3.812004,,3019.0,0.0,0.00152,100.0,4.152013334686322
92.0,5.50781,0.1401,5.4352,3.807974,,3020.0,0.0,0.00152,100.0,4.153061662814944
93.0,5.50781,0.14152,5.4904,3.806424,,3020.0,0.0,0.00152,100.0,4.161204362600236
94.0,5.50781,0.14314,5.5534,3.801463,,3020.0,0.0,0.00152,100.0,4.154917913531853
95.0,5.50967,0.14476,5.6163,3.798983,,,,,,
96.0,5.50967,0.14639,5.6792,3.799293,,3020.0,-0.67336,0.0,0.0,4.1110418205112325
97.0,5.50967,0.14799,5.7416,3.793713,,3021.0,-0.67336,0.00019,0.9072,4.116250898285846
98.0,5.50967,0.14961,5.8045,3.793713,,3022.0,-0.67522,0.00039,1.859,4.129958210162416
99.0,5.50781,0.15124,5.8674,3.794023,,3023.0,-0.67522,0.00059,2.8133,4.119822746355648
100.0,5.50781,0.15286,5.9303,3.794333,,3024.0,-0.67522,0.00079,3.7676,4.119428393616955
101.0,5.50595,0.15447,5.9927,3.794953,,3025.0,-0.67522,0.00098,4.7219,4.119667917031328
102.0,5.50967,0.15609,6.0556,3.795573,,3026.0,-0.67522,0.00118,5.6762,4.105372164174585
103.0,5.50967,0.15771,6.1185,3.795883,,3027.0,-0.67522,0.00138,6.628,4.1192723821661295
104.0,5.50967,0.15933,6.1814,3.796503,,3028.0,-0.67522,0.00158,7.5823,4.123833861175621
105.0,5.50967,0.16097,6.245,3.796813,,3029.0,-0.67522,0.00178,8.5366,4.11026020684207
106.0,5.50967,0.16259,6.3079,3.797433,,3030.0,-0.67522,0.00198,9.4909,4.1189738797609685
