测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,1.44903,0.0,0.0,3.420449,,6678.0,0.0,2.56421,100.0,4.176680206364575
1.0,1.45089,0.00039,0.0151,3.421689,,6679.0,0.0,2.56421,100.0,4.191530148930939
2.0,1.45089,0.00081,0.0318,3.425099,,6680.0,0.0,2.56421,100.0,4.184870810780097
3.0,1.45461,0.00124,0.0484,3.427579,,6681.0,0.0,2.56421,100.0,4.182611155867437
4.0,1.45275,0.00167,0.065,3.430059,,6682.0,0.0,2.56421,100.0,4.1714931803017645
5.0,1.45275,0.00209,0.0816,3.43192,,6683.0,0.0,2.56421,100.0,4.176903495684162
6.0,1.45275,0.00252,0.0983,3.43409,,6684.0,0.0,2.56421,100.0,4.182759051950308
7.0,1.45461,0.00295,0.115,3.43626,,6685.0,0.0,2.56421,100.0,4.188023827757863
8.0,1.45275,0.00338,0.1317,3.43781,,6686.0,0.0,2.56421,100.0,4.163894516695558
10.0,1.45275,0.0038,0.1484,3.43967,,6688.0,0.0,2.56421,100.0,4.159121400366612
11.0,1.45275,0.00423,0.1651,3.44122,,6689.0,0.0,2.56421,100.0,4.177152282914197
12.0,1.45275,0.00466,0.1817,3.44277,,6690.0,0.0,2.56421,100.0,4.186556190366318
13.0,1.45275,0.00509,0.1984,3.44401,,6691.0,0.0,2.56421,100.0,4.172093400275088
14.0,1.45275,0.00551,0.2149,3.44556,,6692.0,0.0,2.56421,100.0,4.186412008327514
15.0,1.45275,0.00589,0.2296,3.446801,,6693.0,0.0,2.56421,100.0,4.194794889063796
16.0,1.45275,0.00631,0.2462,3.448351,,6694.0,0.0,2.56421,100.0,4.182071021940704
17.0,1.45089,0.00674,0.2629,3.449901,,6695.0,0.0,2.56421,100.0,4.16346281099577
18.0,1.45275,0.00717,0.2796,3.450831,,6695.0,0.0,2.56421,100.0,4.182667579363887
19.0,1.45089,0.0076,0.2963,3.452381,,6695.0,0.0,2.56421,100.0,4.166129957227372
20.0,1.45089,0.008,0.312,3.453311,,,,,,
21.0,1.45275,0.0084,0.3274,3.454861,,6695.0,-0.66964,0.0,0.0,4.139467205024604
22.0,1.45275,0.00882,0.3441,3.455791,,6696.0,-0.67336,0.00018,1.8396,4.1318980827058684
23.0,1.45461,0.00925,0.3608,3.457341,,6697.0,-0.6715,0.00038,3.876,4.14829786630241
24.0,1.45461,0.00968,0.3775,3.458581,,6698.0,-0.6715,0.00057,5.9124,4.149818137925498
25.0,1.45647,0.01011,0.3941,3.459821,,6699.0,-0.67336,0.00077,7.9487,4.14566340320728
26.0,1.45461,0.01053,0.4108,3.461061,,6700.0,-0.67336,0.00097,9.9904,4.159622248143504
