测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,4.05878,0.0,0.0,3.489583,,3261.0,0.0,2.57517,100.0,4.188535675663339
1.0,4.05506,0.00113,0.0438,3.497954,,3262.0,0.0,2.57517,100.0,4.176577315301851
2.0,4.05692,0.00218,0.0845,3.506324,,3264.0,0.0,2.57517,100.0,4.160468921134502
3.0,4.05692,0.00337,0.1309,3.513765,,3265.0,0.0,2.57517,100.0,4.178820130453855
4.0,4.05692,0.00457,0.1773,3.520275,,3266.0,0.0,2.57517,100.0,4.169066047521256
5.0,4.05692,0.00576,0.2237,3.526166,,3267.0,0.0,2.57517,100.0,4.177469585027913
6.0,4.05692,0.00695,0.2701,3.531746,,3268.0,0.0,2.57517,100.0,4.1777909145976135
7.0,4.05692,0.00815,0.3165,3.537016,,3269.0,0.0,2.57517,100.0,4.1681215142887815
8.0,4.05878,0.00934,0.3629,3.541667,,3270.0,0.0,2.57517,100.0,4.173724434667631
9.0,4.05506,0.01054,0.4093,3.546317,,3271.0,0.0,2.57517,100.0,4.1848992280590025
10.0,4.05878,0.01173,0.4556,3.550967,,3272.0,0.0,2.57517,100.0,4.176095842946787
12.0,4.05878,0.01293,0.502,3.555308,,3273.0,0.0,2.57517,100.0,4.169818755147182
13.0,4.05878,0.01412,0.5484,3.559338,,3274.0,0.0,2.57517,100.0,4.1867644099091805
14.0,4.05878,0.01532,0.5949,3.563368,,3275.0,0.0,2.57517,100.0,4.171120088225092
15.0,4.05878,0.01651,0.6412,3.567398,,3276.0,0.0,2.57517,100.0,4.177648645417113
16.0,4.05878,0.01775,0.6894,3.571119,,3277.0,0.0,2.57517,100.0,4.164011405626437
17.0,4.05878,0.01882,0.731,3.574839,,3278.0,0.0,2.57517,100.0,4.184243362823118
18.0,4.06064,0.02001,0.7769,3.578249,,3278.0,0.0,2.57517,100.0,4.177283474453827
19.0,4.05878,0.0212,0.8233,3.581659,,3278.0,0.0,2.57517,100.0,4.165626263329814
20.0,4.05692,0.0224,0.8697,3.585069,,,,,,
21.0,4.05878,0.02359,0.9161,3.58848,,3278.0,-0.66592,0.0,0.0,4.156708212009381
22.0,4.05878,0.02479,0.9625,3.59158,,3279.0,-0.66778,0.00019,1.9329,4.155674942976677
23.0,4.05692,0.02598,1.0089,3.59437,,3280.0,-0.66964,0.00038,3.9617,4.139421181194126
24.0,4.05878,0.02718,1.0553,3.59747,,3281.0,-0.66964,0.00058,5.9904,4.133154250188263
25.0,4.05878,0.02837,1.1017,3.60026,,3283.0,-0.66964,0.00078,8.0245,4.163766803666977
26.0,4.05878,0.02957,1.1481,3.603051,,3284.0,-0.66964,0.00098,10.0532,4.146012370628672
27.0,4.05878,0.03076,1.1945,3.605841,,3285.0,-0.66964,0.00116,11.9702,4.143699891540013
28.0,4.05692,0.03196,1.2409,3.608011,,3286.0,-0.66964,0.00136,13.967,4.148772943735413
29.0,4.05878,0.03315,1.2873,3.610491,,3287.0,-0.66964,0.00155,15.9798,4.1383832034196875
30.0,4.05692,0.03432,1.3329,3.612661,,3288.0,-0.66964,0.00172,17.7583,4.126715995541367
31.0,4.05692,0.03547,1.3775,3.614831,,3289.0,-0.66964,0.00192,19.7923,4.140542057630539
32.0,4.05878,0.03652,1.4182,3.617002,,3290.0,-0.66964,0.00212,21.8264,4.129357849890067
34.0,4.05878,0.03772,1.4646,3.619172,,3291.0,-0.66964,0.00231,23.8552,4.141792348795668
35.0,4.05692,0.03891,1.511,3.621032,,3292.0,-0.66964,0.00251,25.8892,4.135992621185608
36.0,4.05878,0.04011,1.5574,3.623202,,3293.0,-0.66964,0.00271,27.918,4.134499114012549
37.0,4.06064,0.0413,1.6038,3.624752,,3294.0,-0.66964,0.00291,29.9521,4.127155087266487
38.0,4.05692,0.0425,1.6502,3.626302,,3295.0,-0.66964,0.0031,31.9808,4.133852092330406
39.0,4.05692,0.04369,1.6966,3.628162,,3296.0,-0.66964,0.0033,34.0149,4.13971908245523
40.0,4.05878,0.0449,1.7435,3.629402,,3297.0,-0.66964,0.00348,35.8573,4.11769803132298
41.0,4.05878,0.04609,1.7899,3.630952,,3298.0,-0.66964,0.00368,37.9073,4.140096566433842
42.0,4.05878,0.04729,1.8363,3.632192,,3299.0,-0.66964,0.00388,39.9361,4.131384375106277
43.0,4.05692,0.04847,1.8822,3.633743,,3300.0,-0.66964,0.00407,41.9702,4.122015988107933
44.0,4.06064,0.04952,1.9229,3.634983,,3301.0,-0.66964,0.00427,43.9989,4.1326507956769785
45.0,4.06064,0.05071,1.9693,3.636223,,3302.0,-0.66964,0.00447,46.033,4.143945356339603
46.0,4.05692,0.05195,2.0175,3.637463,,3303.0,-0.66964,0.00466,48.0618,4.152829774608424
47.0,4.05878,0.05315,2.0639,3.638393,,3304.0,-0.66964,0.00486,50.0586,4.122673807022819
48.0,4.05692,0.05434,2.1103,3.639633,,3305.0,-0.66964,0.00505,52.0341,4.131332367003284
49.0,4.05692,0.05554,2.1567,3.640873,,3306.0,-0.66964,0.00522,53.8126,4.145666408085178
50.0,4.05878,0.05673,2.203,3.641803,,3306.0,-1.34673,0.00522,53.8126,4.100757092990084
51.0,4.05878,0.05793,2.2494,3.642733,,3307.0,-1.34673,0.00558,57.5186,4.108222132056829
52.0,4.05878,0.05898,2.2901,3.643663,,3309.0,-1.34859,0.00599,61.6826,4.099801264453202
53.0,4.05506,0.06018,2.337,3.644593,,3310.0,-1.34487,0.00638,65.7668,4.1110021710922355
54.0,4.06064,0.06138,2.3834,3.645213,,3311.0,-1.34859,0.00678,69.8509,4.088645900156221
56.0,4.05878,0.06257,2.4298,3.646143,,3312.0,-1.34487,0.00717,73.935,4.1214939711556475
57.0,4.05878,0.06377,2.4762,3.646763,,3313.0,-1.34673,0.00757,77.9872,4.089011656704518
58.0,4.05692,0.06496,2.5226,3.647693,,3314.0,-1.34487,0.00792,81.5708,4.1064217503248654
59.0,4.05692,0.06616,2.569,3.648314,,3315.0,-1.34673,0.00831,85.655,4.104835567975516
60.0,4.05692,0.06735,2.6154,3.648934,,3316.0,-1.34859,0.00871,89.7444,4.100698560951161
61.0,4.05878,0.06845,2.6583,3.649863,,3317.0,-1.34673,0.00911,93.8339,4.074366580131565
62.0,4.06064,0.06967,2.7055,3.650484,,3318.0,-1.34673,0.00951,97.9553,4.102189495790825
63.0,4.05692,0.07072,2.7462,3.650794,,3318.0,-1.34859,0.0097,100.0,4.103219382678431
64.0,4.05878,0.07191,2.7926,3.651414,,3318.0,-1.34859,0.0097,100.0,4.093967178000211
65.0,4.05692,0.07311,2.839,3.652034,,,,,,
66.0,4.05878,0.0743,2.8854,3.652654,,3318.0,0.65848,0.0,0.0,4.173650753312284
67.0,4.05692,0.0755,2.9318,3.653274,,3319.0,0.67522,0.00019,12.8866,4.167884126200094
68.0,4.05692,0.07669,2.9782,3.653894,,3321.0,0.67708,0.00039,25.8076,4.180026621007302
69.0,4.05878,0.07789,3.0246,3.654204,,3322.0,0.67336,0.00057,38.1443,4.165191340204525
70.0,4.05692,0.07908,3.071,3.654824,,3323.0,0.67336,0.00077,51.2715,4.169922118453607
71.0,4.05692,0.08028,3.1174,3.655444,,3324.0,0.66778,0.00097,64.433,4.162205389872438
72.0,4.05692,0.08147,3.1638,3.655754,,3325.0,0.6715,0.00117,77.6289,4.162433776641159
73.0,4.05692,0.08268,3.2107,3.656374,,3326.0,0.6715,0.00135,90.0344,4.180353738711499
74.0,4.05878,0.08387,3.2571,3.656684,,3327.0,0.6715,0.0015,100.0,4.177766069016376
75.0,4.05878,0.08493,3.2982,3.656994,,3327.0,0.0,0.0015,100.0,4.156213728660841
76.0,4.05878,0.08619,3.3468,3.657614,,3328.0,0.0,0.0015,100.0,4.167697641481523
77.0,4.05878,0.08723,3.3875,3.657924,,3329.0,0.0,0.0015,100.0,4.150504504567778
79.0,4.05692,0.08843,3.4339,3.658544,,3330.0,0.0,0.0015,100.0,4.152112763819179
80.0,4.05878,0.08962,3.4803,3.658854,,3331.0,0.0,0.0015,100.0,4.159097256836124
81.0,4.05878,0.09083,3.5271,3.659164,,3332.0,0.0,0.0015,100.0,4.165295428986077
82.0,4.05878,0.09201,3.5731,3.659784,,3333.0,0.0,0.0015,100.0,4.164848802122081
83.0,4.05878,0.09306,3.6138,3.660094,,3334.0,0.0,0.0015,100.0,4.152435194218655
84.0,4.05878,0.09426,3.6602,3.660714,,3335.0,0.0,0.0015,100.0,4.148643131443277
85.0,4.05878,0.09545,3.7066,3.661024,,3336.0,0.0,0.0015,100.0,4.151169405293751
86.0,4.05878,0.09665,3.753,3.661334,,3337.0,0.0,0.0015,100.0,4.180941776875554
87.0,4.05878,0.09784,3.7994,3.661644,,3338.0,0.0,0.0015,100.0,4.14560150696521
88.0,4.05692,0.09904,3.8458,3.662574,,3339.0,0.0,0.0015,100.0,4.140212137278292
89.0,4.06064,0.10023,3.8922,3.662884,,3340.0,0.0,0.0015,100.0,4.148330846149802
90.0,4.05878,0.10129,3.9334,3.663194,,3341.0,0.0,0.0015,100.0,4.149431308461783
91.0,4.05692,0.10252,3.9811,3.663815,,3342.0,0.0,0.0015,100.0,4.150498386604786
92.0,4.05878,0.10357,4.0218,3.664124,,3343.0,0.0,0.0015,100.0,4.137764024802209
