测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,4.3564,0.0,0.0,3.688616,,3248.0,0.0,2.62643,100.0,4.234717295626133
1.0,4.34524,0.0012,0.0455,3.699777,,3249.0,0.0,2.62643,100.0,4.12997746791
2.0,4.34896,0.00243,0.0924,3.705977,,3250.0,0.0,2.62643,100.0,4.22098159411093
3.0,4.35082,0.00367,0.1398,3.710007,,3251.0,0.0,2.62643,100.0,4.111950737352315
4.0,4.35082,0.00491,0.1868,3.714038,,3252.0,0.0,2.62643,100.0,4.25181133539594
5.0,4.35082,0.00614,0.2337,3.717758,,3253.0,0.0,2.62643,100.0,4.223551872000538
6.0,4.34896,0.00738,0.2811,3.720548,,3254.0,0.0,2.62643,100.0,4.145095854314739
7.0,4.35082,0.00861,0.328,3.723028,,3255.0,0.0,2.62643,100.0,4.264016843101997
8.0,4.34896,0.00985,0.3749,3.725818,,3256.0,0.0,2.62643,100.0,4.212002352678946
9.0,4.34896,0.01108,0.4219,3.728299,,3257.0,0.0,2.62643,100.0,4.175825609718414
10.0,4.34896,0.01232,0.4692,3.730469,,3258.0,0.0,2.62643,100.0,4.223505781856834
11.0,4.34896,0.01356,0.5162,3.732329,,3259.0,0.0,2.62643,100.0,4.197308700273594
12.0,4.34896,0.01479,0.5631,3.734189,,3260.0,0.0,2.62643,100.0,4.196469217185643
13.0,4.34896,0.01605,0.6109,3.736049,,3261.0,0.0,2.62643,100.0,4.168217646323957
14.0,4.34896,0.01728,0.6579,3.737909,,3262.0,0.0,2.62643,100.0,4.121762043553274
15.0,4.34896,0.01858,0.7075,3.739459,,3264.0,0.0,2.62643,100.0,4.176400599341417
16.0,4.34896,0.01985,0.7559,3.741009,,3265.0,0.0,2.62643,100.0,4.205064632115747
17.0,4.35082,0.0211,0.8032,3.742249,,3265.0,0.0,2.62643,100.0,4.068555497029649
18.0,4.34896,0.02233,0.8502,3.7438,,3265.0,0.0,2.62643,100.0,4.173343425361287
20.0,4.34896,0.02356,0.8971,3.74535,,,,,,
21.0,4.35082,0.02479,0.944,3.74628,,3265.0,-0.67522,0.0,0.0,4.169557982991916
22.0,4.34896,0.02604,0.9914,3.74814,,3266.0,-0.67708,0.0002,2.0125,4.110337700335254
23.0,4.35082,0.02727,1.0383,3.74876,,3267.0,-0.67708,0.00039,3.9671,4.0990327012796595
24.0,4.35082,0.0285,1.0852,3.75031,,3268.0,-0.67708,0.00058,5.9059,4.072186784936773
