测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,2.02381,0.0,0.0,3.409288,,5879.0,0.0,2.92593,100.0,4.16864261595606
1.0,2.02753,0.00052,0.0177,3.411458,,5880.0,0.0,2.92593,100.0,4.1652517667624736
2.0,2.02567,0.00111,0.0381,3.416109,,5881.0,0.0,2.92593,100.0,4.205467440328492
3.0,2.02753,0.00169,0.0579,3.419829,,5882.0,0.0,2.92593,100.0,4.148978877958712
4.0,2.02567,0.00227,0.0775,3.422929,,5883.0,0.0,2.92593,100.0,4.220826730757974
5.0,2.02381,0.00284,0.0971,3.425719,,5884.0,0.0,2.92593,100.0,4.071655669623756
6.0,2.02753,0.00342,0.1167,3.428509,,5885.0,0.0,2.92593,100.0,4.081570522631887
7.0,2.02753,0.004,0.1366,3.43099,,5886.0,0.0,2.92593,100.0,4.161294297611067
8.0,2.02753,0.00458,0.1564,3.43347,,5887.0,0.0,2.92593,100.0,4.186326942021224
9.0,2.02939,0.00515,0.176,3.43595,,5888.0,0.0,2.92593,100.0,4.226545391037323
10.0,2.02753,0.00573,0.1959,3.43812,,5889.0,0.0,2.92593,100.0,4.157687941147178
11.0,2.02567,0.0063,0.2155,3.44029,,5890.0,0.0,2.92593,100.0,4.1944532784416975
12.0,2.02753,0.00688,0.2353,3.44246,,5891.0,0.0,2.92593,100.0,4.185986085773074
13.0,2.02753,0.00747,0.2553,3.44432,,5892.0,0.0,2.92593,100.0,4.142042084908445
14.0,2.02939,0.00805,0.2753,3.446181,,5893.0,0.0,2.92593,100.0,4.181425844136195
15.0,2.03125,0.00865,0.2955,3.448041,,5894.0,0.0,2.92593,100.0,4.108110228735976
17.0,2.02381,0.00929,0.3174,3.450211,,5895.0,0.0,2.92593,100.0,4.137811475843476
18.0,2.02753,0.00986,0.3371,3.451761,,5896.0,0.0,2.92593,100.0,4.1914800621513
19.0,2.02567,0.01044,0.3569,3.453621,,5896.0,0.0,2.92593,100.0,4.199219864368614
20.0,2.02753,0.01103,0.3769,3.455481,,,,,,
21.0,2.02753,0.01161,0.3967,3.457651,,5896.0,-0.6715,0.0,0.0,4.192939436149259
22.0,2.02567,0.01218,0.4164,3.459201,,5897.0,-0.6715,0.0002,2.0802,4.06336814461552
23.0,2.02567,0.01276,0.4362,3.460752,,5898.0,-0.6715,0.0004,4.0493,4.125008812384598
24.0,2.02567,0.01335,0.4562,3.462301,,5899.0,-0.6715,0.00059,6.0184,4.055605727003457
25.0,2.02753,0.01393,0.476,3.463852,,5900.0,-0.6715,0.00078,7.9505,4.053069873091031
26.0,2.02753,0.01451,0.496,3.465402,,5901.0,-0.6715,0.00097,9.9195,4.153232393688897
27.0,2.02753,0.01509,0.5158,3.467262,,5902.0,-0.6715,0.00116,11.8833,4.143717936870296
28.0,2.02567,0.01567,0.5356,3.468502,,5903.0,-0.6715,0.00134,13.683,4.121183056265705
29.0,2.02753,0.01626,0.5557,3.470052,,5904.0,-0.6715,0.00153,15.6892,4.113555594208562
30.0,2.03125,0.01683,0.5753,3.471602,,5905.0,-0.6715,0.00173,17.7694,4.120623998073493
31.0,2.02567,0.01741,0.5951,3.473152,,5906.0,-0.6715,0.00193,19.7597,4.130272110296577
32.0,2.02753,0.01799,0.6149,3.474392,,5907.0,-0.6715,0.00212,21.7288,4.167924508034122
33.0,2.02753,0.01857,0.6347,3.475942,,5908.0,-0.6715,0.00232,23.7508,4.107753050993385
34.0,2.02567,0.01916,0.6547,3.477183,,5909.0,-0.6715,0.00251,25.704,4.1317266778109785
35.0,2.02567,0.01973,0.6744,3.478733,,5910.0,-0.6715,0.00271,27.7842,4.158882218832656
36.0,2.02753,0.02031,0.694,3.480283,,5911.0,-0.6715,0.00291,29.7745,4.087340096730491
37.0,2.02567,0.02089,0.7138,3.481523,,5912.0,-0.6715,0.00308,31.5689,4.105254470544001
38.0,2.02567,0.02146,0.7334,3.482763,,5913.0,-0.6715,0.00327,33.5168,4.206957369775257
39.0,2.02567,0.02202,0.7525,3.484003,,5915.0,-0.6715,0.0035,35.8512,4.1536081144611146
40.0,2.02753,0.02262,0.7731,3.485243,,5916.0,-0.6715,0.00369,37.8361,4.0657317463324745
