测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,4.3471,0.0,0.0,3.678385,,3361.0,0.0,2.45794,100.0,4.180745651053973
1.0,4.34896,0.00123,0.0501,3.685206,,3362.0,0.0,2.45794,100.0,4.128178844844751
2.0,4.34896,0.00251,0.1022,3.690476,,3363.0,0.0,2.45794,100.0,4.218614362267679
3.0,4.34896,0.00379,0.1543,3.695127,,3364.0,0.0,2.45794,100.0,4.099925704563686
4.0,4.34896,0.00507,0.2064,3.698537,,3365.0,0.0,2.45794,100.0,4.1513905106575315
5.0,4.34896,0.00635,0.2585,3.701637,,3366.0,0.0,2.45794,100.0,4.154348721985167
6.0,4.35454,0.00763,0.3106,3.704427,,3367.0,0.0,2.45794,100.0,4.172534608732956
7.0,4.34896,0.00892,0.3627,3.706907,,3368.0,0.0,2.45794,100.0,4.191114111497276
8.0,4.34896,0.0102,0.4148,3.709077,,3369.0,0.0,2.45794,100.0,4.188940053763134
10.0,4.34896,0.01148,0.4669,3.711247,,3371.0,0.0,2.45794,100.0,4.200361579980152
11.0,4.3471,0.01276,0.519,3.713418,,3372.0,0.0,2.45794,100.0,4.187390932467211
12.0,4.34896,0.01388,0.5647,3.714968,,3373.0,0.0,2.45794,100.0,4.136017565324969
13.0,4.35082,0.01516,0.6168,3.717138,,3374.0,0.0,2.45794,100.0,4.220500431650382
14.0,4.35082,0.01644,0.6689,3.718688,,3375.0,0.0,2.45794,100.0,4.146702026268193
15.0,4.35082,0.01772,0.721,3.720238,,3376.0,0.0,2.45794,100.0,4.118115182636322
16.0,4.35082,0.01905,0.7751,3.721788,,3377.0,0.0,2.45794,100.0,4.176565664261991
17.0,4.34896,0.02019,0.8213,3.723338,,3378.0,0.0,2.45794,100.0,4.214487161782966
18.0,4.3471,0.02147,0.8734,3.724578,,3378.0,0.0,2.45794,100.0,4.178381558918697
19.0,4.35082,0.02275,0.9255,3.725818,,3378.0,0.0,2.45794,100.0,4.149392028952843
20.0,4.35082,0.02403,0.9776,3.726748,,,,,,
21.0,4.35082,0.02531,1.0297,3.728299,,3378.0,-0.6715,0.0,0.0,4.0421773098336
22.0,4.34896,0.02659,1.0818,3.729539,,3379.0,-0.6715,0.00019,1.9339,4.013565919756966
23.0,4.35082,0.02787,1.1339,3.730159,,3380.0,-0.6715,0.00038,3.9419,4.207401952295677
24.0,4.35082,0.02915,1.186,3.731709,,3381.0,-0.6715,0.00056,5.7169,4.140237753377624
25.0,4.34896,0.03043,1.2381,3.732639,,3382.0,-0.6715,0.00076,7.7461,4.20350926398579
26.0,4.34896,0.03171,1.2902,3.733569,,3383.0,-0.6715,0.00095,9.7754,4.091383419928219
27.0,4.34896,0.03299,1.3423,3.734809,,3384.0,-0.6715,0.00115,11.7993,4.14686468027933
28.0,4.35082,0.03427,1.3944,3.735429,,3386.0,-0.6715,0.00135,13.8285,4.1239421307408115
29.0,4.34896,0.03556,1.4465,3.736669,,3387.0,-0.6715,0.00155,15.8578,4.176797909797441
