测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0,4.928075,0.0,0.0,3.775732,,3133.0,-4.928385,0.0,0.0,3.8537573602805315
6,4.928075,0.008213,0.3224,3.775732,,3140.0,-4.928385,0.009583,0.3743,3.7672583482047934
7,4.928075,0.009582,0.3761,3.775732,,3141.0,-4.928385,0.010952,0.4278,3.8757968563168697
8,4.928075,0.010951,0.4298,3.775732,,3142.0,-4.929006,0.012321,0.4813,3.7633289746891676
9,4.928075,0.01232,0.4836,3.775732,,3143.0,-4.929006,0.01369,0.5348,3.75873440599265
10,4.928075,0.013689,0.5373,3.786272,,3144.0,-4.929006,0.015059,0.5882,3.880054522985552
11,4.928075,0.015058,0.591,3.786272,,3145.0,-4.928385,0.016428,0.6417,3.742744638239343
12,4.928075,0.016427,0.6447,3.796193,,3146.0,-4.928385,0.017797,0.6952,3.785286982905866
13,4.928075,0.017796,0.6985,3.796193,,3147.0,-4.928075,0.019166,0.7487,3.6994522570235744
14,4.928075,0.019165,0.7522,3.796193,,3148.0,-4.928075,0.020535,0.8021,3.8062371777389936
15,4.929006,0.020534,0.8059,3.805184,,3149.0,-4.928075,0.021904,0.8556,3.746195724142636
16,4.929006,0.021903,0.8597,3.805184,,3150.0,-4.928075,0.023273,0.9091,3.860309985132083
17,4.928695,0.023272,0.9134,3.810764,,3151.0,-4.929006,0.024642,0.9626,3.834687884968685
18,4.928695,0.024641,0.9671,3.810764,,3152.0,-4.929006,0.026011,1.0161,3.7405917814609047
19,4.928695,0.02601,1.0209,3.818824,,3153.0,-4.929006,0.027381,1.0695,3.7272115208708523
20,4.928695,0.027379,1.0746,3.818824,,3154.0,-4.929006,0.02875,1.123,3.661521675720037
21,4.928695,0.028748,1.1283,3.826885,,3155.0,-4.929006,0.030119,1.1765,3.79979524600823
22,4.928695,0.030118,1.1821,3.826885,,3156.0,-4.929006,0.031488,1.23,3.8272184485165948
23,4.928385,0.031487,1.2358,3.831845,,3157.0,-4.929006,0.032857,1.2835,3.695222765119484
24,4.928385,0.032856,1.2895,3.831845,,3158.0,-4.929006,0.034226,1.3369,3.7462128672173356
25,4.929006,0.034225,1.3433,3.835255,,3159.0,-4.929006,0.035596,1.3904,3.788123670624864
26,4.929006,0.035594,1.397,3.835255,,3160.0,-4.928695,0.036965,1.4439,3.833053939532301
27,4.929006,0.036963,1.4508,3.835255,,3161.0,-4.928695,0.038334,1.4974,3.823169553024386
28,4.929006,0.038332,1.5045,3.839286,,3162.0,-4.928385,0.039703,1.5509,3.783422641930231
29,4.929006,0.039701,1.5582,3.839286,,3163.0,-4.928385,0.041072,1.6043,3.8101680978349175
30,4.929006,0.041071,1.612,3.843006,,3164.0,-4.928385,0.042441,1.6578,3.792109199255057
31,4.929006,0.04244,1.6657,3.843006,,3165.0,-4.928385,0.04381,1.7113,3.736865516922593
32,4.928695,0.043809,1.7194,3.846106,,3166.0,-4.929006,0.045179,1.7648,3.7375833898561255
33,4.928695,0.045178,1.7732,3.846106,,3167.0,-4.929006,0.046548,1.8182,3.776710940997445
34,4.928075,0.046547,1.8269,3.849206,,3168.0,-4.929006,0.047917,1.8717,3.7594595982132697
35,4.928075,0.047916,1.8806,3.849206,,3169.0,-4.929006,0.049286,1.9252,3.773028124862062
36,4.928385,0.049285,1.9344,3.851377,,3170.0,-4.929006,0.050656,1.9787,3.7132258427203433
37,4.928385,0.050654,1.9881,3.851377,,3171.0,-4.929006,0.052025,2.0322,3.8153968072281987
38,4.928075,0.052023,2.0418,3.853857,,3172.0,-4.929006,0.053394,2.0857,3.765523589036489
39,4.928075,0.053392,2.0956,3.853857,,3173.0,-4.929006,0.054763,2.1391,3.6918380463070664
40,4.928385,0.054761,2.1493,3.853857,,3174.0,-4.929006,0.056132,2.1926,3.7991591350660285
41,4.928385,0.05613,2.203,3.854477,,3175.0,-4.928385,0.057501,2.2461,3.794664209564395
42,4.928385,0.057499,2.2568,3.854477,,3176.0,-4.928385,0.05887,2.2996,3.8202474108128572
43,4.928075,0.058867,2.3105,3.855407,,3177.0,-4.929006,0.060239,2.3531,3.8388904804556088
44,4.928075,0.060236,2.3642,3.855407,,3178.0,-4.929006,0.061609,2.4065,3.801867121876778
45,4.928695,0.061605,2.4179,3.856957,,3179.0,-4.929006,0.062978,2.46,3.7160862437840048
46,4.928695,0.062975,2.4717,3.856957,,3180.0,-4.929006,0.064347,2.5135,3.7783627057256917
47,4.929006,0.064344,2.5254,3.859127,,3181.0,-4.929006,0.065716,2.567,3.742666554061205
48,4.929006,0.065713,2.5792,3.859127,,3182.0,-4.929006,0.067085,2.6205,3.7444234993344487
49,4.929006,0.067082,2.6329,3.860367,,3183.0,-4.928075,0.068454,2.6739,3.7193793595461337
50,4.929006,0.068451,2.6866,3.860367,,3184.0,-4.928075,0.069823,2.7274,3.7652354580296965
51,4.929006,0.06982,2.7404,3.860677,,3185.0,-4.928075,0.071192,2.7809,3.7350560958670904
52,4.929006,0.07119,2.7941,3.860677,,3186.0,-4.928075,0.072561,2.8344,3.759242521518401
53,4.929006,0.072559,2.8478,3.860677,,3187.0,-4.928075,0.07393,2.8878,3.865687874640528
54,4.928385,0.073928,2.9016,3.861607,,3188.0,-4.928075,0.075299,2.9413,3.8829793447681564
55,4.928385,0.075297,2.9553,3.861607,,3189.0,-4.928075,0.076668,2.9948,3.775640361409202
56,4.928075,0.076666,3.009,3.862847,,3190.0,-4.928075,0.078037,3.0482,3.7244916941436332
57,4.928075,0.078034,3.0628,3.862847,,3191.0,-4.928075,0.079405,3.1017,3.6644747986591226
58,4.928075,0.079403,3.1165,3.863467,,3192.0,-4.928695,0.080775,3.1552,3.6484169533759867
