测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,3.19196,0.0,0.0,3.496714,,3537.0,0.0,2.54668,100.0,4.3168642668874
1.0,3.19196,0.00094,0.0369,3.503224,,3539.0,0.0,2.54668,100.0,3.9285533978482277
2.0,3.19382,0.00188,0.0738,3.508495,,3540.0,0.0,2.54668,100.0,4.098056212720755
3.0,3.19196,0.00281,0.1104,3.512525,,3541.0,0.0,2.54668,100.0,3.9785484929201176
4.0,3.19568,0.00375,0.1473,3.516245,,3542.0,0.0,2.54668,100.0,4.072601793198164
5.0,3.1901,0.00469,0.1842,3.519965,,3543.0,0.0,2.54668,100.0,4.264823693294705
6.0,3.19196,0.00563,0.2212,3.523685,,3544.0,0.0,2.54668,100.0,4.210964209832991
7.0,3.19568,0.00657,0.2581,3.526786,,3545.0,0.0,2.54668,100.0,4.170538381676709
8.0,3.19196,0.00742,0.2915,3.529266,,3546.0,0.0,2.54668,100.0,4.238245271245092
9.0,3.18824,0.00842,0.3305,3.532366,,3547.0,0.0,2.54668,100.0,4.165015936979059
11.0,3.19382,0.00936,0.3674,3.535466,,3548.0,0.0,2.54668,100.0,4.35560211856344
12.0,3.19382,0.01018,0.3998,3.538566,,3549.0,0.0,2.54668,100.0,4.183367779122697
13.0,3.19382,0.01112,0.4367,3.542597,,3550.0,0.0,2.54668,100.0,4.017201251195715
14.0,3.19196,0.01206,0.4736,3.545077,,3551.0,0.0,2.54668,100.0,4.079106380026239
15.0,3.19382,0.013,0.5106,3.546937,,3552.0,0.0,2.54668,100.0,4.292370907406392
16.0,3.19196,0.01394,0.5475,3.549107,,3553.0,0.0,2.54668,100.0,4.12718737219707
17.0,3.19568,0.01488,0.5844,3.550657,,3554.0,0.0,2.54668,100.0,4.237521039129685
18.0,3.19382,0.01582,0.6213,3.552517,,3555.0,0.0,2.54668,100.0,4.220667016091257
19.0,3.19568,0.01674,0.6572,3.554378,,3555.0,0.0,2.54668,100.0,4.228366497545897
20.0,3.19568,0.01761,0.6917,3.555928,,,,,,
21.0,3.19382,0.01856,0.7289,3.557478,,3555.0,-0.67522,0.0,0.0,4.069345002902862
22.0,3.19382,0.0195,0.7658,3.559028,,3556.0,-0.6715,0.00018,1.8002,4.028274683226971
23.0,3.19196,0.02044,0.8027,3.560578,,3557.0,-0.6715,0.00037,3.8341,4.137456293097441
24.0,3.19196,0.02137,0.8393,3.562438,,3558.0,-0.6715,0.00057,5.868,3.9377259822915134
25.0,3.19568,0.0222,0.8717,3.563678,,3559.0,-0.67336,0.00077,7.9072,4.152049314479147
26.0,3.19568,0.02319,0.9107,3.564608,,3560.0,-0.67336,0.00097,9.9411,4.189891288512675
27.0,3.19196,0.02407,0.9452,3.566158,,3561.0,-0.67522,0.00117,11.9802,4.310005990137153
28.0,3.19568,0.025,0.9818,3.567398,,3562.0,-0.6715,0.00136,14.0141,4.1601131589494225
29.0,3.19196,0.02594,1.0187,3.568018,,3563.0,-0.67336,0.00156,16.048,4.15558490774592
30.0,3.19382,0.02688,1.0556,3.569258,,3564.0,-0.66964,0.00177,18.1615,4.0710187587106645
31.0,3.19568,0.02782,1.0925,3.570189,,3565.0,-0.67336,0.00195,20.0255,4.212888894771776
33.0,3.19382,0.02876,1.1294,3.571119,,3566.0,-0.67336,0.00215,22.0594,4.166840839850328
34.0,3.19382,0.0297,1.1664,3.572049,,3567.0,-0.6715,0.00234,24.0933,4.197279840301214
35.0,3.19382,0.03064,1.2033,3.572669,,3568.0,-0.6715,0.00254,26.1218,4.080084111985361
36.0,3.19382,0.03158,1.2402,3.573599,,3569.0,-0.67522,0.00274,28.161,4.417706034674527
37.0,3.19196,0.03252,1.2771,3.574219,,3570.0,-0.67522,0.00294,30.1949,4.0344056548424785
38.0,3.19196,0.03346,1.314,3.575149,,3571.0,-0.67336,0.00314,32.2288,3.9396547010599217
39.0,3.19196,0.0344,1.351,3.576079,,3572.0,-0.67336,0.00333,34.2255,4.224506198485272
40.0,3.19382,0.03534,1.3879,3.576699,,3573.0,-0.67336,0.00353,36.3178,4.219670194004604
41.0,3.19382,0.03628,1.4248,3.577319,,3574.0,-0.6715,0.00373,38.3517,4.109218069575276
42.0,3.19382,0.03722,1.4617,3.577939,,3576.0,-0.67336,0.00393,40.3855,4.143045748444764
43.0,3.19382,0.03816,1.4986,3.578559,,3577.0,-0.67522,0.00412,42.361,4.079671957694719
44.0,3.19382,0.03907,1.5341,3.578869,,3578.0,-0.67522,0.00432,44.4002,4.070237273196817
45.0,3.1901,0.03992,1.5676,3.579489,,3579.0,-0.6715,0.00452,46.4341,4.374333749447618
46.0,3.1901,0.04087,1.6048,3.580109,,3580.0,-0.6715,0.00472,48.468,4.040613753796256
47.0,3.1901,0.04181,1.6417,3.580729,,3581.0,-0.67336,0.00491,50.5018,4.218711751985692
48.0,3.19382,0.04275,1.6786,3.581039,,3582.0,-0.6715,0.00511,52.5357,4.037029097817204
49.0,3.19196,0.04369,1.7156,3.581659,,3583.0,-0.6715,0.00523,53.7996,4.209366007714942
50.0,3.19196,0.04462,1.7521,3.582279,,3583.0,-1.34487,0.00523,53.7996,4.226109515238553
51.0,3.1901,0.04546,1.7852,3.582899,,3584.0,-1.34859,0.00559,57.4956,4.296906474961498
52.0,3.19196,0.04636,1.8204,3.583519,,3585.0,-1.34859,0.00601,61.7705,4.117718056217176
53.0,3.19754,0.0473,1.8573,3.583829,,3586.0,-1.35231,0.00641,65.8489,4.045857933590071
54.0,3.19382,0.04824,1.8942,3.584449,,3587.0,-1.34859,0.0068,69.9326,4.176173361485015
56.0,3.19382,0.04918,1.9311,3.584759,,3588.0,-1.34859,0.0072,74.0109,4.039717319583659
57.0,3.19382,0.05012,1.9681,3.585069,,3589.0,-1.34859,0.00759,78.0521,4.008673728360975
58.0,3.19382,0.05106,2.005,3.58569,,3590.0,-1.34673,0.00794,81.6314,4.061349086598207
59.0,3.19196,0.05202,2.0426,3.585999,,3591.0,-1.35045,0.00834,85.715,4.13187762548008
60.0,3.19382,0.05285,2.0753,3.586309,,3592.0,-1.34673,0.00874,89.7934,4.03605579294012
61.0,3.19568,0.05379,2.1122,3.58693,,3593.0,-1.34859,0.00909,93.3779,4.002517237991671
62.0,3.19196,0.05473,2.1491,3.58724,,3594.0,-1.34487,0.00948,97.4563,4.247853657539526
63.0,3.19382,0.05566,2.1857,3.58786,,3595.0,-1.34673,0.00973,100.0,4.006115313994204
64.0,3.19382,0.05661,2.223,3.58786,,3595.0,-1.34673,0.00973,100.0,4.088057032926664
65.0,3.19382,0.05755,2.2599,3.58848,,,,,,
66.0,3.19382,0.05849,2.2968,3.58879,,3595.0,0.67894,0.0,0.0,4.210481530487836
67.0,3.19196,0.05933,2.3296,3.58879,,3596.0,0.67894,0.00019,12.4065,4.075253072198888
68.0,3.19196,0.06022,2.3647,3.58941,,3597.0,0.67894,0.00037,24.3032,4.182774156346004
69.0,3.19196,0.06116,2.4017,3.58972,,3598.0,0.67894,0.00057,37.4575,4.340436267187995
70.0,3.1901,0.0621,2.4385,3.59003,,3599.0,0.67894,0.00077,50.6118,4.035382613507705
71.0,3.19196,0.06304,2.4755,3.59034,,3600.0,0.67894,0.00097,63.7661,4.106896732100362
72.0,3.19568,0.06398,2.5124,3.59065,,3601.0,0.67894,0.00117,76.9205,4.0783386008602935
73.0,3.19382,0.06492,2.5493,3.59127,,3602.0,0.67894,0.00134,88.4432,4.087369807330318
74.0,3.1901,0.06588,2.5869,3.59158,,3603.0,0.67894,0.00152,100.0,4.140024267988295
75.0,3.19196,0.06675,2.6211,3.59189,,3603.0,0.0,0.00152,100.0,4.225339589222477
76.0,3.1901,0.06768,2.6576,3.5922,,3604.0,0.0,0.00152,100.0,4.1501037503730815
77.0,3.19196,0.06862,2.6946,3.59282,,3605.0,0.0,0.00152,100.0,4.134314792880899
78.0,3.19196,0.06956,2.7315,3.59313,,3606.0,0.0,0.00152,100.0,4.281143462339894
79.0,3.19382,0.0705,2.7684,3.59344,,3607.0,0.0,0.00152,100.0,4.107435227572736
81.0,3.19196,0.07144,2.8053,3.59375,,3608.0,0.0,0.00152,100.0,4.12463015770199
82.0,3.19196,0.07238,2.8422,3.59406,,3609.0,0.0,0.00152,100.0,4.269953141836907
83.0,3.1901,0.07332,2.8791,3.59468,,3610.0,0.0,0.00152,100.0,4.169368435168366
84.0,3.19196,0.07421,2.9139,3.59468,,3611.0,0.0,0.00152,100.0,3.999697708312066
85.0,3.19382,0.0751,2.9487,3.5953,,3612.0,0.0,0.00152,100.0,4.284448458703225
86.0,3.19382,0.07604,2.9857,3.59561,,3613.0,0.0,0.00152,100.0,4.067034829598634
87.0,3.19382,0.07698,3.0226,3.59592,,3614.0,0.0,0.00152,100.0,3.9508502182203378
88.0,3.19382,0.07792,3.0595,3.59623,,3615.0,0.0,0.00152,100.0,4.281999258298633
89.0,3.19382,0.07886,3.0964,3.59685,,3616.0,0.0,0.00152,100.0,4.225760465425009
90.0,3.19382,0.0798,3.1333,3.59716,,3617.0,0.0,0.00152,100.0,4.019033833184705
91.0,3.1901,0.08074,3.1703,3.59747,,3618.0,0.0,0.00152,100.0,3.9522563689327415
92.0,3.19382,0.08168,3.2072,3.59778,,3619.0,0.0,0.00152,100.0,4.196562727858985
93.0,3.19196,0.08261,3.2437,3.59809,,3619.0,0.0,0.00152,100.0,4.139768835740471
94.0,3.19196,0.08355,3.2807,3.5984,,,,,,
95.0,3.19754,0.08449,3.3176,3.5984,,3619.0,-0.6715,0.0,0.0,4.156890664820819
