测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0.0,2.02381,0.0,0.0,3.526476,,5342.0,0.0,2.64041,100.0,4.018072876398027
1.0,2.03125,0.00056,0.0211,3.528026,,5343.0,0.0,2.64041,100.0,4.17150840144779
2.0,2.03125,0.00113,0.0429,3.532056,,5344.0,0.0,2.64041,100.0,4.189748435016904
3.0,2.02939,0.00171,0.0649,3.534846,,5345.0,0.0,2.64041,100.0,4.229100406595399
4.0,2.02939,0.00229,0.0867,3.537637,,5346.0,0.0,2.64041,100.0,4.173429877581836
5.0,2.03311,0.00286,0.1085,3.539807,,5347.0,0.0,2.64041,100.0,4.233158202454768
6.0,2.02939,0.00343,0.13,3.541977,,5348.0,0.0,2.64041,100.0,4.253466664748979
7.0,2.02939,0.00401,0.152,3.543527,,5349.0,0.0,2.64041,100.0,4.280873783179647
8.0,2.02567,0.00459,0.1738,3.545387,,5350.0,0.0,2.64041,100.0,4.267580631188699
9.0,2.03125,0.00516,0.1953,3.546937,,5351.0,0.0,2.64041,100.0,4.26042808185838
10.0,2.02753,0.00573,0.2171,3.548487,,5352.0,0.0,2.64041,100.0,4.253719030418261
11.0,2.02753,0.00631,0.2389,3.549727,,5353.0,0.0,2.64041,100.0,4.11744670107
12.0,2.02753,0.00688,0.2604,3.550967,,5354.0,0.0,2.64041,100.0,4.086439313372504
13.0,2.03311,0.00745,0.2822,3.552207,,5355.0,0.0,2.64041,100.0,4.237762258461676
14.0,2.03125,0.00803,0.304,3.553447,,5356.0,0.0,2.64041,100.0,4.091327224217364
15.0,2.02939,0.0086,0.3258,3.554688,,5357.0,0.0,2.64041,100.0,4.234497824078252
16.0,2.02753,0.00918,0.3475,3.555618,,5358.0,0.0,2.64041,100.0,4.222497136578167
17.0,2.03125,0.00975,0.3693,3.556858,,5359.0,0.0,2.64041,100.0,4.293653297516998
18.0,2.02939,0.01033,0.3911,3.558098,,5359.0,0.0,2.64041,100.0,4.441470045849423
19.0,2.02939,0.0109,0.4129,3.559028,,,,,,
20.0,2.02939,0.01148,0.4346,3.559958,,5359.0,-0.67522,0.0,0.0,4.085596623176234
21.0,2.02939,0.01205,0.4562,3.560888,,5360.0,-0.67708,0.00019,1.921,4.226910226428614
22.0,2.02753,0.01262,0.478,3.561818,,5361.0,-0.67708,0.00038,3.9001,4.074429186374291
23.0,2.02753,0.0132,0.5,3.562438,,5362.0,-0.67708,0.00057,5.8581,4.047706784231365
25.0,2.02567,0.01377,0.5215,3.563368,,5363.0,-0.67708,0.00076,7.8003,4.2100293220624
26.0,2.02939,0.01437,0.5444,3.563988,,5364.0,-0.67708,0.00096,9.7583,4.0682195545932345
27.0,2.02939,0.01494,0.5659,3.564918,,5365.0,-0.67708,0.00115,11.7374,4.104699261224267
28.0,2.02939,0.01552,0.5879,3.565538,,5366.0,-0.67708,0.00134,13.6795,4.215987898436291
29.0,2.02753,0.0161,0.6097,3.566158,,5367.0,-0.67708,0.00153,15.6375,4.159192009084653
30.0,2.02939,0.01667,0.6315,3.566778,,5368.0,-0.67708,0.00172,17.5797,4.338410378940874
31.0,2.03125,0.01724,0.653,3.567398,,5369.0,-0.67708,0.00191,19.5588,4.09984581747542
32.0,2.03311,0.01782,0.6748,3.568018,,5370.0,-0.67708,0.0021,21.4957,4.048957385473783
33.0,2.02939,0.01839,0.6966,3.568638,,5371.0,-0.67708,0.00229,23.4378,4.076877575332243
34.0,2.02753,0.01897,0.7183,3.569258,,5372.0,-0.67708,0.00249,25.3958,4.303369850622464
35.0,2.03497,0.01954,0.7401,3.569879,,5373.0,-0.67708,0.00268,27.3538,3.9884128771305316
36.0,2.02939,0.02012,0.7621,3.570498,,5374.0,-0.67708,0.00287,29.296,4.067813625864377
37.0,2.03125,0.0207,0.7839,3.571119,,5375.0,-0.67708,0.00306,31.2381,4.1519453445795085
38.0,2.03125,0.02128,0.8059,3.571429,,5376.0,-0.67708,0.00325,33.1961,4.081088353382272
39.0,2.02753,0.02186,0.8279,3.572049,,5377.0,-0.67708,0.00344,35.1541,4.14357742005834
40.0,2.03125,0.02238,0.8477,3.572669,,5378.0,-0.67708,0.00363,37.0963,4.147770637589298
41.0,2.03125,0.02302,0.8718,3.572979,,5379.0,-0.67708,0.00382,39.0543,3.97839791752329
42.0,2.02381,0.02359,0.8934,3.573599,,5380.0,-0.67708,0.00402,41.0334,4.034903199763708
43.0,2.03125,0.02416,0.9152,3.574219,,5381.0,-0.67708,0.00421,42.9913,4.14720650488865
44.0,2.02939,0.02474,0.937,3.574219,,5382.0,-0.67708,0.0044,44.9124,4.2222593681069025
45.0,2.03125,0.02532,0.9589,3.574839,,5383.0,-0.67708,0.00459,46.8757,4.3021043737624085
46.0,2.02753,0.02589,0.9805,3.575459,,5384.0,-0.67708,0.00478,48.8125,4.036494560793856
