测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0,4.33594,0.0,0.0,3.504154,,3166.0,-5.79985,0.0,0.0,3.974983915883775
1,4.34524,0.00121,0.0455,3.515315,,3167.0,-5.79613,0.00159,0.0606,3.960143650442093
2,4.3471,0.00249,0.0938,3.526166,,3168.0,-5.79799,0.00324,0.123,3.9486643224376166
3,4.34896,0.00377,0.1421,3.533916,,3169.0,-5.80171,0.00496,0.1885,3.945097107906113
4,4.34152,0.00504,0.1899,3.540737,,3170.0,-5.79985,0.00667,0.2533,3.928653572554718
5,4.3471,0.00616,0.2322,3.546937,,3171.0,-5.79985,0.00838,0.3182,3.93189345742344
6,4.34896,0.00744,0.2805,3.552517,,3172.0,-5.79799,0.01008,0.3831,3.93245298153065
7,4.35268,0.00881,0.3324,3.558098,,3173.0,-5.79985,0.01179,0.4479,3.9258024356056707
8,4.34896,0.01001,0.3775,3.563368,,3174.0,-5.79799,0.0135,0.5128,3.9288312340249454
9,4.3471,0.01129,0.4258,3.568018,,3175.0,-5.79799,0.0152,0.5776,3.9208766923672562
10,4.3471,0.01256,0.4736,3.572669,,3176.0,-5.79613,0.01691,0.6425,3.908028570761559
11,4.34896,0.01376,0.5187,3.577009,,3177.0,-5.79613,0.01841,0.6994,3.9113241852035054
12,4.34524,0.015,0.5656,3.581039,,3178.0,-5.79799,0.02012,0.7643,3.9028365791859803
13,4.33966,0.01628,0.6139,3.585069,,3179.0,-5.79613,0.02182,0.8292,3.902464946765317
15,4.34524,0.01756,0.6621,3.58941,,3180.0,-5.79985,0.02353,0.894,3.9018330745495478
16,4.34896,0.01883,0.7099,3.59282,,3181.0,-5.79613,0.02524,0.9589,3.892543402023151
17,4.3471,0.02008,0.7573,3.59623,,3182.0,-5.79985,0.0269,1.0219,3.8648512781616953
18,4.3471,0.02136,0.8056,3.59964,,3183.0,-5.79985,0.0284,1.0788,3.900562762567242
19,4.3471,0.02263,0.8534,3.603051,,3184.0,-5.79985,0.0301,1.1437,3.898660922826463
20,4.34896,0.02391,0.9017,3.606151,,3185.0,-5.79613,0.03181,1.2086,3.891504681499662
21,4.3471,0.02517,0.949,3.609251,,3187.0,-5.79799,0.03352,1.2734,3.890697381786012
22,4.34896,0.02645,0.9973,3.612041,,3188.0,-5.79799,0.03523,1.3383,3.8780726028154007
23,4.3471,0.02773,1.0456,3.615141,,3189.0,-5.79799,0.03693,1.4031,3.876025887478847
24,4.3471,0.02901,1.0938,3.617621,,3190.0,-5.79799,0.03862,1.4674,3.881781938372119
25,4.34896,0.03028,1.1417,3.620102,,3191.0,-5.80171,0.0403,1.531,3.8680894341957517
26,4.3471,0.03156,1.1899,3.622582,,3192.0,-5.79985,0.04201,1.5959,3.86336248867523
27,4.34524,0.03284,1.2382,3.625062,,3193.0,-5.79985,0.04358,1.6558,3.8758272363076696
28,4.34896,0.03412,1.2865,3.626922,,3194.0,-5.79799,0.04536,1.7232,3.8821492490721226
29,4.34896,0.0354,1.3348,3.629092,,3195.0,-5.79985,0.04706,1.788,3.8877426394647583
