测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0,5.79613,0.0,0.0,3.559958,,2694.0,-5.79799,0.0,0.0,3.9876830777973002
1,5.79799,0.0015,0.0564,3.573289,,2695.0,-5.79985,0.00168,0.064,3.9708872888041746
2,5.79985,0.00325,0.1226,3.584449,,2696.0,-5.79985,0.00337,0.1286,3.9523484032277874
3,5.79985,0.00477,0.1796,3.59282,,2697.0,-5.79985,0.00508,0.1939,3.9388150243343736
4,5.79985,0.00656,0.247,3.601191,,2698.0,-5.79799,0.00686,0.2622,3.9521790043623315
5,5.79985,0.00818,0.3083,3.608631,,2699.0,-5.79799,0.00855,0.3268,3.956195887655823
6,5.79799,0.00973,0.3665,3.615451,,2700.0,-5.79985,0.01005,0.384,3.953152303300323
7,5.79799,0.01144,0.4308,3.622582,,2701.0,-5.79799,0.01176,0.4492,3.9498131229608155
8,5.80171,0.01314,0.4952,3.628472,,2702.0,-5.79985,0.01347,0.5145,3.9333877697505177
9,5.79985,0.0148,0.5576,3.633743,,2703.0,-5.79799,0.01516,0.5791,3.943288531437019
10,5.80171,0.01651,0.622,3.639013,,2704.0,-5.80171,0.01666,0.6363,3.928827443513343
11,5.79985,0.0182,0.6857,3.644903,,2705.0,-5.80171,0.01837,0.7016,3.9134030245110423
12,5.79985,0.01989,0.7494,3.649863,,2706.0,-5.79799,0.01999,0.7637,3.9432060418177897
13,5.79985,0.02149,0.8095,3.654824,,2707.0,-5.79985,0.02164,0.8265,3.9054665903485914
14,5.79985,0.02321,0.8744,3.658854,,2708.0,-5.79985,0.02333,0.8911,3.9115717853528493
15,5.79985,0.02492,0.9387,3.663815,,2709.0,-5.79799,0.025,0.9551,3.933781497434159
17,5.79985,0.02663,1.0031,3.667845,,2710.0,-5.79985,0.02677,1.0228,3.914359466436613
18,5.79985,0.02834,1.0674,3.671875,,2712.0,-5.79985,0.02847,1.0874,3.9190584594797735
19,5.79985,0.03003,1.1311,3.675595,,2713.0,-5.79985,0.03017,1.1527,3.911569302839348
20,5.79799,0.03153,1.1876,3.679005,,2714.0,-5.79985,0.03188,1.2179,3.907563482161507
21,5.79985,0.03314,1.2483,3.682416,,2715.0,-5.79985,0.03357,1.2825,3.8981010024479015
22,5.79799,0.03483,1.312,3.685826,,2716.0,-5.79799,0.03507,1.3397,3.91249737076642
23,5.80171,0.03654,1.3763,3.688616,,2717.0,-5.79799,0.03678,1.4049,3.909857052214084
24,5.79799,0.03824,1.4406,3.691406,,2718.0,-5.80171,0.03849,1.4702,3.908542977392776
25,5.79985,0.03995,1.505,3.694196,,2719.0,-5.79985,0.04021,1.536,3.9109863790158554
26,5.79985,0.04166,1.5693,3.696676,,2720.0,-5.79985,0.04192,1.6013,3.9095108006202364
27,5.79799,0.04337,1.6336,3.699157,,2721.0,-5.79985,0.04362,1.6665,3.9023251345550443
28,5.79613,0.04506,1.6973,3.701327,,2722.0,-5.79799,0.04517,1.7256,3.8918502826957124
29,5.80171,0.04656,1.7538,3.703497,,2723.0,-5.79985,0.04704,1.797,3.892147481402991
