测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0,5.79613,0.0,0.0,3.625062,,4124.0,-5.79427,0.0,0.0,3.982629043268035
1,5.80171,0.0016,0.0485,3.635913,,4125.0,-5.79985,0.00155,0.0586,3.886017680572576
2,5.80171,0.00326,0.099,3.645213,,4126.0,-5.79613,0.0032,0.1215,4.0138273498224395
3,5.80357,0.0049,0.1489,3.653894,,4127.0,-5.79613,0.00485,0.1838,3.7781305386835595
4,5.80543,0.00654,0.1989,3.661334,,4128.0,-5.79799,0.00651,0.2467,3.9473801368030124
5,5.80357,0.00817,0.2484,3.667535,,4129.0,-5.79613,0.00815,0.3089,3.877467210637726
6,5.80357,0.00982,0.2984,3.673735,,4130.0,-5.79799,0.00979,0.3712,3.9791525635263736
7,5.80171,0.01148,0.3488,3.679935,,4131.0,-5.79613,0.01145,0.4341,3.9468804096167687
8,5.80357,0.01314,0.3993,3.686136,,4132.0,-5.79613,0.01309,0.4964,3.8394018173610274
9,5.80357,0.01476,0.4488,3.692026,,4133.0,-5.79613,0.01473,0.5587,3.761805157332448
10,5.80171,0.01641,0.4988,3.696987,,4134.0,-5.79613,0.01639,0.6215,3.8532521779654103
11,5.80171,0.01807,0.5492,3.701947,,4135.0,-5.79799,0.01803,0.6838,3.8343495790677222
12,5.80357,0.01971,0.5992,3.706907,,4136.0,-5.79427,0.01969,0.7467,3.762658590824361
13,5.80171,0.02137,0.6497,3.711558,,4137.0,-5.79427,0.02135,0.8096,3.994007974709663
14,5.80171,0.02302,0.6997,3.715898,,4138.0,-5.79799,0.02303,0.8731,3.875842835787339
15,5.80171,0.02461,0.7482,3.719928,,4139.0,-5.79799,0.0248,0.9402,3.760403591693622
16,5.80357,0.02638,0.8021,3.723958,,4140.0,-5.79799,0.02633,0.9982,3.8624550791877583
17,5.80543,0.02804,0.8525,3.727988,,4141.0,-5.79799,0.02797,1.0605,3.964842556090338
18,5.80171,0.02969,0.9025,3.732329,,4142.0,-5.79427,0.02961,1.1228,3.74736278923458
19,5.80171,0.03133,0.9525,3.735739,,4143.0,-5.79613,0.03125,1.1851,3.745345403544673
20,5.80357,0.03299,1.003,3.739459,,4144.0,-5.79613,0.0329,1.2474,3.821928392649524
21,5.80171,0.03464,1.0529,3.742559,,4145.0,-5.79427,0.03454,1.3097,3.893958763143252
22,5.79985,0.0361,1.0975,3.74628,,4146.0,-5.79613,0.03618,1.3719,3.75189667484778
24,5.80171,0.03785,1.1504,3.74938,,4147.0,-5.79799,0.03782,1.4342,3.7325521279512195
25,5.80357,0.03949,1.2004,3.75248,,4148.0,-5.79613,0.03947,1.4965,3.7655682615364237
26,5.79985,0.04113,1.2504,3.75558,,4149.0,-5.79427,0.04111,1.5588,3.796954497670892
27,5.80171,0.04279,1.3009,3.75806,,4150.0,-5.79799,0.04275,1.621,3.862272193364376
28,5.80357,0.04449,1.3523,3.760851,,4151.0,-5.79613,0.04441,1.6839,3.8587891388407023
29,5.80543,0.04616,1.4033,3.763331,,4152.0,-5.79985,0.04605,1.7462,3.8844095514422823
30,5.80171,0.04781,1.4532,3.765811,,4153.0,-5.79799,0.04771,1.8091,3.798905809364713
31,5.80171,0.04943,1.5027,3.767981,,4154.0,-5.79799,0.04932,1.8702,3.940714462524069
32,5.80543,0.05114,1.5547,3.770151,,4155.0,-5.79799,0.05108,1.9367,3.727641269649701
33,5.79985,0.05279,1.6046,3.772631,,4156.0,-5.79613,0.05272,1.999,3.932388351593001
34,5.80357,0.05445,1.6551,3.774492,,4157.0,-5.79799,0.05436,2.0613,3.8886739183275214
35,5.80171,0.05607,1.7046,3.776352,,4158.0,-5.79799,0.05602,2.1242,3.9081305068177064
36,5.80171,0.05775,1.7555,3.777902,,4160.0,-5.79613,0.05766,2.1865,3.7750597830065793
37,5.80357,0.05941,1.806,3.779452,,4161.0,-5.79799,0.05931,2.2487,3.8940226793385113
38,5.80171,0.06109,1.857,3.781312,,4162.0,-5.79799,0.06095,2.311,3.904818671041966
39,5.80171,0.06273,1.9069,3.782552,,4163.0,-5.79613,0.06259,2.3733,3.935699588495794
40,5.80357,0.06436,1.9564,3.783792,,4164.0,-5.79613,0.06423,2.4356,3.673348388565252
41,5.80171,0.06602,2.0069,3.784722,,4165.0,-5.79799,0.06587,2.4978,3.934366349092677
