测试时间/Sec,电流/A,容量/Ah,SOC|DOD/%,电压/V,Unnamed: 5,测试时间/Sec.1,电流/A.1,容量/Ah.1,SOC|DOD/%.1,电压/V.1
0,2.318825,0.0,0.0,3.356585,,4715.0,-2.898438,0.0,0.0,3.949916866867312
2,2.318825,0.001288,0.0483,3.356585,,4721.0,-2.898438,0.004831,0.1827,3.9138663477802185
3,2.318825,0.001932,0.0724,3.356585,,4722.0,-2.898438,0.005636,0.2131,4.231564969398057
4,2.318825,0.002576,0.0966,3.356585,,4723.0,-2.898252,0.006441,0.2435,3.9903222616705754
5,2.318825,0.003221,0.1207,3.365885,,4724.0,-2.898438,0.007246,0.274,3.878161515035453
6,2.318825,0.003865,0.1448,3.369296,,4725.0,-2.898438,0.008051,0.3044,4.124699492122331
7,2.318825,0.004509,0.169,3.373636,,4726.0,-2.898252,0.008856,0.3349,4.151666431895197
8,2.31901,0.005153,0.1931,3.377666,,4727.0,-2.898252,0.009661,0.3653,3.9880191681014083
9,2.318825,0.005797,0.2173,3.380766,,4728.0,-2.898438,0.010466,0.3958,4.0493224529923575
10,2.318825,0.006441,0.2414,3.383246,,4729.0,-2.898252,0.011271,0.4262,4.1227879770918845
11,2.318825,0.007085,0.2655,3.387277,,4730.0,-2.898252,0.012077,0.4566,4.090462425761392
12,2.318825,0.007729,0.2897,3.389447,,4731.0,-2.898624,0.012882,0.4871,3.7840785639855334
13,2.318825,0.008374,0.3138,3.392547,,4732.0,-2.898624,0.013687,0.5175,4.057170798241058
14,2.318825,0.009018,0.338,3.394097,,4733.0,-2.898252,0.014492,0.548,4.121059937398689
15,2.318825,0.009662,0.3621,3.395957,,4734.0,-2.898252,0.015297,0.5784,4.175015193002175
16,2.318825,0.010306,0.3862,3.398128,,4735.0,-2.898252,0.016102,0.6089,4.006381314622397
17,2.318825,0.01095,0.4104,3.403708,,4736.0,-2.898252,0.016907,0.6393,4.0150907733309875
18,2.318825,0.011594,0.4345,3.406498,,4737.0,-2.898252,0.017712,0.6697,3.957790990427014
19,2.318825,0.012238,0.4586,3.408668,,4738.0,-2.898438,0.018517,0.7002,4.123858109293678
20,2.318825,0.012882,0.4828,3.411768,,4739.0,-2.898438,0.019323,0.7306,4.0154209785581925
21,2.318825,0.013527,0.5069,3.413318,,4740.0,-2.898438,0.020128,0.7611,4.100245239357054
22,2.318825,0.014171,0.5311,3.417039,,4741.0,-2.898438,0.020933,0.7915,3.924230922771766
23,2.318825,0.014815,0.5552,3.417969,,4742.0,-2.898438,0.021738,0.8219,3.9252180638148113
24,2.318825,0.015459,0.5793,3.421999,,4743.0,-2.898438,0.022543,0.8524,3.831723500961186
25,2.318825,0.016103,0.6035,3.424789,,4744.0,-2.898438,0.023348,0.8828,3.9855449687669253
26,2.318825,0.016747,0.6276,3.426649,,4745.0,-2.898438,0.024153,0.9133,3.9160407156338106
27,2.318825,0.017391,0.6518,3.428819,,4746.0,-2.898438,0.024958,0.9437,3.9453621871102285
28,2.318825,0.018035,0.6759,3.429749,,4747.0,-2.898438,0.025763,0.9742,4.032532298117723
29,2.318825,0.018679,0.7,3.43192,,4748.0,-2.898438,0.026569,1.0046,4.1739347891503025
30,2.318825,0.019324,0.7242,3.43471,,4749.0,-2.898438,0.027374,1.0351,3.93438184990791
31,2.318825,0.019968,0.7483,3.43657,,4750.0,-2.898438,0.028179,1.0655,4.150380038337945
32,2.318825,0.020612,0.7725,3.43936,,4751.0,-2.898438,0.028984,1.0959,3.894865944459832
33,2.318825,0.021256,0.7966,3.43936,,4752.0,-2.898438,0.029789,1.1264,3.8738330265374143
34,2.31901,0.0219,0.8207,3.44122,,4753.0,-2.898438,0.030594,1.1568,3.8866042976682516
35,2.318825,0.022544,0.8449,3.44401,,4754.0,-2.898438,0.031399,1.1873,4.097707056234397
36,2.318825,0.023188,0.869,3.445871,,4755.0,-2.898438,0.032204,1.2177,3.861595152868039
37,2.318825,0.023832,0.8932,3.448351,,4756.0,-2.898438,0.03301,1.2482,3.9178848902369032
38,2.318825,0.024477,0.9173,3.448351,,4757.0,-2.898438,0.033815,1.2786,3.916405702266292
39,2.318825,0.025121,0.9414,3.450831,,4758.0,-2.898438,0.03462,1.309,4.029017425931689
40,2.318825,0.025765,0.9656,3.454551,,4759.0,-2.898438,0.035425,1.3395,3.980297431787855
41,2.318825,0.026409,0.9897,3.455791,,4760.0,-2.898438,0.03623,1.3699,4.131277518670808
42,2.318825,0.027053,1.0138,3.457031,,4761.0,-2.898438,0.037035,1.4004,3.9454123775751713
43,2.318825,0.027697,1.038,3.457031,,4762.0,-2.898438,0.03784,1.4308,3.9436193668514017
44,2.318825,0.028341,1.0621,3.458271,,4763.0,-2.898438,0.038645,1.4613,4.097578025648332
45,2.318825,0.028985,1.0863,3.461682,,4764.0,-2.898624,0.039451,1.4917,4.230592304331138
46,2.318825,0.02963,1.1104,3.462922,,4765.0,-2.898624,0.040256,1.5221,4.009299838720367
47,2.31901,0.030274,1.1345,3.465092,,4766.0,-2.898438,0.041061,1.5526,4.163640231344826
48,2.31901,0.030918,1.1587,3.467572,,4767.0,-2.898438,0.041866,1.583,3.9755395751432463
49,2.318825,0.031562,1.1828,3.467572,,4768.0,-2.898438,0.042671,1.6135,4.249392813051011
